rank,pair_id,asset_x,asset_y,selector_score,candidate_trades_24h,candidate_volume_24h,candidate_oracle_price,fetch_command,request_template_command,sample_size_note,notes
123,sol_ldo,SOL-USD,LDO-USD,0.926321,4.0,17.5075,0.248451857,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y LDO-USD --pair-id sol_ldo --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y LDO-USD --pair-id sol_ldo --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
124,btc_2z,BTC-USD,2Z-USD,0.833034,5.0,7.2292,0.065248027,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y 2Z-USD --pair-id btc_2z --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y 2Z-USD --pair-id btc_2z --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
125,eth_2z,ETH-USD,2Z-USD,0.833034,5.0,7.2292,0.065248027,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y 2Z-USD --pair-id eth_2z --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y 2Z-USD --pair-id eth_2z --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
126,sol_2z,SOL-USD,2Z-USD,0.833034,5.0,7.2292,0.065248027,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y 2Z-USD --pair-id sol_2z --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y 2Z-USD --pair-id sol_2z --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
127,btc_mnt,BTC-USD,MNT-USD,0.769305,2.0,15.128,0.4334818679,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y MNT-USD --pair-id btc_mnt --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y MNT-USD --pair-id btc_mnt --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
128,eth_mnt,ETH-USD,MNT-USD,0.769305,2.0,15.128,0.4334818679,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y MNT-USD --pair-id eth_mnt --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y MNT-USD --pair-id eth_mnt --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
129,sol_mnt,SOL-USD,MNT-USD,0.769305,2.0,15.128,0.4334818679,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y MNT-USD --pair-id sol_mnt --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y MNT-USD --pair-id sol_mnt --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
130,btc_comp,BTC-USD,COMP-USD,0.743229,2.0,12.88,16.16451539,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y COMP-USD --pair-id btc_comp --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y COMP-USD --pair-id btc_comp --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
131,eth_comp,ETH-USD,COMP-USD,0.743229,2.0,12.88,16.16451539,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y COMP-USD --pair-id eth_comp --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y COMP-USD --pair-id eth_comp --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
132,sol_comp,SOL-USD,COMP-USD,0.743229,2.0,12.88,16.16451539,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y COMP-USD --pair-id sol_comp --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y COMP-USD --pair-id sol_comp --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
133,btc_pendle,BTC-USD,PENDLE-USD,0.741783,2.0,12.765,1.270685012,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y PENDLE-USD --pair-id btc_pendle --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y PENDLE-USD --pair-id btc_pendle --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
134,eth_pendle,ETH-USD,PENDLE-USD,0.741783,2.0,12.765,1.270685012,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y PENDLE-USD --pair-id eth_pendle --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y PENDLE-USD --pair-id eth_pendle --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
135,sol_pendle,SOL-USD,PENDLE-USD,0.741783,2.0,12.765,1.270685012,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y PENDLE-USD --pair-id sol_pendle --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y PENDLE-USD --pair-id sol_pendle --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
136,btc_lit,BTC-USD,LIT-USD,0.714198,2.0,10.7439,1.791976799,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y LIT-USD --pair-id btc_lit --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y LIT-USD --pair-id btc_lit --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
137,eth_lit,ETH-USD,LIT-USD,0.714198,2.0,10.7439,1.791976799,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y LIT-USD --pair-id eth_lit --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y LIT-USD --pair-id eth_lit --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
138,sol_lit,SOL-USD,LIT-USD,0.714198,2.0,10.7439,1.791976799,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y LIT-USD --pair-id sol_lit --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y LIT-USD --pair-id sol_lit --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
139,btc_zen,BTC-USD,ZEN-USD,0.674467,2.0,8.343,4.149935071,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y ZEN-USD --pair-id btc_zen --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y ZEN-USD --pair-id btc_zen --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
140,eth_zen,ETH-USD,ZEN-USD,0.674467,2.0,8.343,4.149935071,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y ZEN-USD --pair-id eth_zen --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y ZEN-USD --pair-id eth_zen --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
141,sol_zen,SOL-USD,ZEN-USD,0.674467,2.0,8.343,4.149935071,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y ZEN-USD --pair-id sol_zen --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y ZEN-USD --pair-id sol_zen --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
142,btc_ath,BTC-USD,ATH-USD,0.596161,1.0,9.936,0.00426787854,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y ATH-USD --pair-id btc_ath --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y ATH-USD --pair-id btc_ath --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
143,eth_ath,ETH-USD,ATH-USD,0.596161,1.0,9.936,0.00426787854,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y ATH-USD --pair-id eth_ath --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y ATH-USD --pair-id eth_ath --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
144,sol_ath,SOL-USD,ATH-USD,0.596161,1.0,9.936,0.00426787854,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y ATH-USD --pair-id sol_ath --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y ATH-USD --pair-id sol_ath --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
145,btc_dym,BTC-USD,DYM-USD,0.492584,1.0,5.0244,0.015267125,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y DYM-USD --pair-id btc_dym --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y DYM-USD --pair-id btc_dym --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
146,eth_dym,ETH-USD,DYM-USD,0.492584,1.0,5.0244,0.015267125,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y DYM-USD --pair-id eth_dym --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y DYM-USD --pair-id eth_dym --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
147,sol_dym,SOL-USD,DYM-USD,0.492584,1.0,5.0244,0.015267125,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y DYM-USD --pair-id sol_dym --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y DYM-USD --pair-id sol_dym --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
148,btc_imx,BTC-USD,IMX-USD,0.428849,1.0,3.17425,0.124906358,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y IMX-USD --pair-id btc_imx --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y IMX-USD --pair-id btc_imx --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
149,eth_imx,ETH-USD,IMX-USD,0.428849,1.0,3.17425,0.124906358,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y IMX-USD --pair-id eth_imx --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y IMX-USD --pair-id eth_imx --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
150,sol_imx,SOL-USD,IMX-USD,0.428849,1.0,3.17425,0.124906358,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y IMX-USD --pair-id sol_imx --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y IMX-USD --pair-id sol_imx --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
151,btc_floki,BTC-USD,FLOKI-USD,0.418538,1.0,2.9337,2.20735117e-05,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y FLOKI-USD --pair-id btc_floki --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y FLOKI-USD --pair-id btc_floki --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
152,eth_floki,ETH-USD,FLOKI-USD,0.418538,1.0,2.9337,2.20735117e-05,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y FLOKI-USD --pair-id eth_floki --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y FLOKI-USD --pair-id eth_floki --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
153,sol_floki,SOL-USD,FLOKI-USD,0.418538,1.0,2.9337,2.20735117e-05,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y FLOKI-USD --pair-id sol_floki --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y FLOKI-USD --pair-id sol_floki --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
