window,pair_id,asset_x,asset_y,resolution,limit,from_iso,to_iso,request_name,method,url,curl,save_as,import_command,notes
24,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-04T21:12:32Z,2026-04-08T08:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-04T21%3A12%3A32Z&toISO=2026-04-08T08%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-04T21%3A12%3A32Z&toISO=2026-04-08T08%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_024/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_024/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_024/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
24,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-04T21:12:32Z,2026-04-08T08:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-04T21%3A12%3A32Z&toISO=2026-04-08T08%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-04T21%3A12%3A32Z&toISO=2026-04-08T08%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_024/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_024/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_024/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
25,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-01T09:52:32Z,2026-04-04T21:12:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-01T09%3A52%3A32Z&toISO=2026-04-04T21%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-01T09%3A52%3A32Z&toISO=2026-04-04T21%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_025/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_025/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_025/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
25,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-01T09:52:32Z,2026-04-04T21:12:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-01T09%3A52%3A32Z&toISO=2026-04-04T21%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-01T09%3A52%3A32Z&toISO=2026-04-04T21%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_025/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_025/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_025/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
26,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-28T22:32:32Z,2026-04-01T09:52:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-28T22%3A32%3A32Z&toISO=2026-04-01T09%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-28T22%3A32%3A32Z&toISO=2026-04-01T09%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_026/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_026/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_026/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
26,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-28T22:32:32Z,2026-04-01T09:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-28T22%3A32%3A32Z&toISO=2026-04-01T09%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-28T22%3A32%3A32Z&toISO=2026-04-01T09%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_026/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_026/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_026/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
27,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-25T11:12:32Z,2026-03-28T22:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-25T11%3A12%3A32Z&toISO=2026-03-28T22%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-25T11%3A12%3A32Z&toISO=2026-03-28T22%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_027/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_027/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_027/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
27,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-25T11:12:32Z,2026-03-28T22:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-25T11%3A12%3A32Z&toISO=2026-03-28T22%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-25T11%3A12%3A32Z&toISO=2026-03-28T22%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_027/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_027/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_027/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
28,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-21T23:52:32Z,2026-03-25T11:12:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-21T23%3A52%3A32Z&toISO=2026-03-25T11%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-21T23%3A52%3A32Z&toISO=2026-03-25T11%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_028/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_028/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_028/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
28,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-21T23:52:32Z,2026-03-25T11:12:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-21T23%3A52%3A32Z&toISO=2026-03-25T11%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-21T23%3A52%3A32Z&toISO=2026-03-25T11%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_028/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_028/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_028/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
29,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-18T12:32:32Z,2026-03-21T23:52:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-18T12%3A32%3A32Z&toISO=2026-03-21T23%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-18T12%3A32%3A32Z&toISO=2026-03-21T23%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_029/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_029/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_029/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
29,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-18T12:32:32Z,2026-03-21T23:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-18T12%3A32%3A32Z&toISO=2026-03-21T23%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-18T12%3A32%3A32Z&toISO=2026-03-21T23%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_029/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_029/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_029/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
30,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-15T01:12:32Z,2026-03-18T12:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-15T01%3A12%3A32Z&toISO=2026-03-18T12%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-15T01%3A12%3A32Z&toISO=2026-03-18T12%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_030/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_030/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_030/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
30,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-15T01:12:32Z,2026-03-18T12:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-15T01%3A12%3A32Z&toISO=2026-03-18T12%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-15T01%3A12%3A32Z&toISO=2026-03-18T12%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_030/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_030/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_030/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
31,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-11T13:52:32Z,2026-03-15T01:12:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-11T13%3A52%3A32Z&toISO=2026-03-15T01%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-11T13%3A52%3A32Z&toISO=2026-03-15T01%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_031/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_031/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_031/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
31,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-11T13:52:32Z,2026-03-15T01:12:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-11T13%3A52%3A32Z&toISO=2026-03-15T01%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-11T13%3A52%3A32Z&toISO=2026-03-15T01%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_031/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_031/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_031/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
32,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-08T02:32:32Z,2026-03-11T13:52:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-08T02%3A32%3A32Z&toISO=2026-03-11T13%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-08T02%3A32%3A32Z&toISO=2026-03-11T13%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_032/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_032/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_032/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
32,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-08T02:32:32Z,2026-03-11T13:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-08T02%3A32%3A32Z&toISO=2026-03-11T13%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-08T02%3A32%3A32Z&toISO=2026-03-11T13%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_032/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_032/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_032/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
33,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-04T15:12:32Z,2026-03-08T02:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-04T15%3A12%3A32Z&toISO=2026-03-08T02%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-04T15%3A12%3A32Z&toISO=2026-03-08T02%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_033/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_033/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_033/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
33,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-04T15:12:32Z,2026-03-08T02:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-04T15%3A12%3A32Z&toISO=2026-03-08T02%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-04T15%3A12%3A32Z&toISO=2026-03-08T02%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_033/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_033/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_033/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
34,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-01T03:52:32Z,2026-03-04T15:12:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-01T03%3A52%3A32Z&toISO=2026-03-04T15%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-03-01T03%3A52%3A32Z&toISO=2026-03-04T15%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_034/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_034/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_034/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
34,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-03-01T03:52:32Z,2026-03-04T15:12:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-01T03%3A52%3A32Z&toISO=2026-03-04T15%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-03-01T03%3A52%3A32Z&toISO=2026-03-04T15%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_034/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_034/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_034/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
35,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-02-25T16:32:32Z,2026-03-01T03:52:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-02-25T16%3A32%3A32Z&toISO=2026-03-01T03%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-02-25T16%3A32%3A32Z&toISO=2026-03-01T03%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_035/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_035/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_035/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
35,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-02-25T16:32:32Z,2026-03-01T03:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-02-25T16%3A32%3A32Z&toISO=2026-03-01T03%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-02-25T16%3A32%3A32Z&toISO=2026-03-01T03%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_035/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_035/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_035/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
36,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-02-22T05:12:32Z,2026-02-25T16:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-02-22T05%3A12%3A32Z&toISO=2026-02-25T16%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-02-22T05%3A12%3A32Z&toISO=2026-02-25T16%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_036/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_036/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_036/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
