window,pair_id,asset_x,asset_y,resolution,limit,from_iso,to_iso,request_name,method,url,curl,save_as,import_command,notes
49,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-08T01:52:32Z,2026-01-11T13:12:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-08T01%3A52%3A32Z&toISO=2026-01-11T13%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-08T01%3A52%3A32Z&toISO=2026-01-11T13%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_049/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_049/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_049/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
49,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-08T01:52:32Z,2026-01-11T13:12:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-08T01%3A52%3A32Z&toISO=2026-01-11T13%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-08T01%3A52%3A32Z&toISO=2026-01-11T13%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_049/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_049/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_049/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
50,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-04T14:32:32Z,2026-01-08T01:52:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-04T14%3A32%3A32Z&toISO=2026-01-08T01%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-04T14%3A32%3A32Z&toISO=2026-01-08T01%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_050/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_050/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_050/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
50,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-04T14:32:32Z,2026-01-08T01:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-04T14%3A32%3A32Z&toISO=2026-01-08T01%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-04T14%3A32%3A32Z&toISO=2026-01-08T01%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_050/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_050/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_050/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
51,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-01T03:12:32Z,2026-01-04T14:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-01T03%3A12%3A32Z&toISO=2026-01-04T14%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-01T03%3A12%3A32Z&toISO=2026-01-04T14%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_051/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_051/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_051/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
51,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-01T03:12:32Z,2026-01-04T14:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-01T03%3A12%3A32Z&toISO=2026-01-04T14%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-01T03%3A12%3A32Z&toISO=2026-01-04T14%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_051/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_051/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_051/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
52,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-12-28T15:52:32Z,2026-01-01T03:12:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-12-28T15%3A52%3A32Z&toISO=2026-01-01T03%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-12-28T15%3A52%3A32Z&toISO=2026-01-01T03%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_052/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_052/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_052/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
52,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-12-28T15:52:32Z,2026-01-01T03:12:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-12-28T15%3A52%3A32Z&toISO=2026-01-01T03%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-12-28T15%3A52%3A32Z&toISO=2026-01-01T03%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_052/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_052/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_052/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
53,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-12-25T04:32:32Z,2025-12-28T15:52:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-12-25T04%3A32%3A32Z&toISO=2025-12-28T15%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-12-25T04%3A32%3A32Z&toISO=2025-12-28T15%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_053/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_053/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_053/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
53,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-12-25T04:32:32Z,2025-12-28T15:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-12-25T04%3A32%3A32Z&toISO=2025-12-28T15%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-12-25T04%3A32%3A32Z&toISO=2025-12-28T15%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_053/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_053/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_053/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
54,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-12-21T17:12:32Z,2025-12-25T04:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-12-21T17%3A12%3A32Z&toISO=2025-12-25T04%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-12-21T17%3A12%3A32Z&toISO=2025-12-25T04%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_054/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_054/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_054/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
54,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-12-21T17:12:32Z,2025-12-25T04:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-12-21T17%3A12%3A32Z&toISO=2025-12-25T04%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-12-21T17%3A12%3A32Z&toISO=2025-12-25T04%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_054/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_054/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_054/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
55,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-12-18T05:52:32Z,2025-12-21T17:12:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-12-18T05%3A52%3A32Z&toISO=2025-12-21T17%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-12-18T05%3A52%3A32Z&toISO=2025-12-21T17%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_055/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_055/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_055/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
55,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-12-18T05:52:32Z,2025-12-21T17:12:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-12-18T05%3A52%3A32Z&toISO=2025-12-21T17%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-12-18T05%3A52%3A32Z&toISO=2025-12-21T17%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_055/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_055/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_055/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
56,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-12-14T18:32:32Z,2025-12-18T05:52:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-12-14T18%3A32%3A32Z&toISO=2025-12-18T05%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-12-14T18%3A32%3A32Z&toISO=2025-12-18T05%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_056/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_056/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_056/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
56,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-12-14T18:32:32Z,2025-12-18T05:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-12-14T18%3A32%3A32Z&toISO=2025-12-18T05%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-12-14T18%3A32%3A32Z&toISO=2025-12-18T05%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_056/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_056/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_056/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
57,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-12-11T07:12:32Z,2025-12-14T18:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-12-11T07%3A12%3A32Z&toISO=2025-12-14T18%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-12-11T07%3A12%3A32Z&toISO=2025-12-14T18%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_057/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_057/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_057/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
57,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-12-11T07:12:32Z,2025-12-14T18:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-12-11T07%3A12%3A32Z&toISO=2025-12-14T18%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-12-11T07%3A12%3A32Z&toISO=2025-12-14T18%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_057/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_057/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_057/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
58,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-12-07T19:52:32Z,2025-12-11T07:12:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-12-07T19%3A52%3A32Z&toISO=2025-12-11T07%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-12-07T19%3A52%3A32Z&toISO=2025-12-11T07%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_058/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_058/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_058/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
58,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-12-07T19:52:32Z,2025-12-11T07:12:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-12-07T19%3A52%3A32Z&toISO=2025-12-11T07%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-12-07T19%3A52%3A32Z&toISO=2025-12-11T07%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_058/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_058/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_058/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
59,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-12-04T08:32:32Z,2025-12-07T19:52:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-12-04T08%3A32%3A32Z&toISO=2025-12-07T19%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-12-04T08%3A32%3A32Z&toISO=2025-12-07T19%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_059/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_059/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_059/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
59,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-12-04T08:32:32Z,2025-12-07T19:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-12-04T08%3A32%3A32Z&toISO=2025-12-07T19%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-12-04T08%3A32%3A32Z&toISO=2025-12-07T19%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_059/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_059/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_059/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
60,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-11-30T21:12:32Z,2025-12-04T08:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-11-30T21%3A12%3A32Z&toISO=2025-12-04T08%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2025-11-30T21%3A12%3A32Z&toISO=2025-12-04T08%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_060/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_060/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_060/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
60,eth_link,ETH-USD,LINK-USD,5MINS,1000,2025-11-30T21:12:32Z,2025-12-04T08:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-11-30T21%3A12%3A32Z&toISO=2025-12-04T08%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2025-11-30T21%3A12%3A32Z&toISO=2025-12-04T08%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_060/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_060/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_060/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
,eth_link,ETH-USD,LINK-USD,5MINS,1000,,,long_history_next_step,LOCAL,,,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link,PYTHONPATH=src python3 -m quant_platform.cli run-dydx-long-history --asset-x ETH-USD --asset-y LINK-USD --pair-id eth_link --windows 60 --limit 1000 --interval 5MINS --derive-hedge-ratio --run-research --research-funding-path data/processed/dydx_funding.csv,60 windows x 1000 5MINS candles targets roughly 60000 bars before overlap/deduplication. Current P2 evidence needs longer histories.
