window,pair_id,asset_x,asset_y,request_name,save_as,url,status,error
13.0,btc_link,BTC-USD,LINK-USD,asset_y_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_013/LINK-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-05-12T10%3A47%3A20Z&toISO=2026-05-15T22%3A07%3A20Z&limit=1000,fetched,
14.0,btc_link,BTC-USD,LINK-USD,asset_x_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_014/BTC-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/BTC-USD?resolution=5MINS&fromISO=2026-05-08T23%3A27%3A20Z&toISO=2026-05-12T10%3A47%3A20Z&limit=1000,fetched,
14.0,btc_link,BTC-USD,LINK-USD,asset_y_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_014/LINK-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-05-08T23%3A27%3A20Z&toISO=2026-05-12T10%3A47%3A20Z&limit=1000,fetched,
15.0,btc_link,BTC-USD,LINK-USD,asset_x_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_015/BTC-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/BTC-USD?resolution=5MINS&fromISO=2026-05-05T12%3A07%3A20Z&toISO=2026-05-08T23%3A27%3A20Z&limit=1000,fetched,
15.0,btc_link,BTC-USD,LINK-USD,asset_y_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_015/LINK-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-05-05T12%3A07%3A20Z&toISO=2026-05-08T23%3A27%3A20Z&limit=1000,fetched,
16.0,btc_link,BTC-USD,LINK-USD,asset_x_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_016/BTC-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/BTC-USD?resolution=5MINS&fromISO=2026-05-02T00%3A47%3A20Z&toISO=2026-05-05T12%3A07%3A20Z&limit=1000,fetched,
16.0,btc_link,BTC-USD,LINK-USD,asset_y_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_016/LINK-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-05-02T00%3A47%3A20Z&toISO=2026-05-05T12%3A07%3A20Z&limit=1000,fetched,
17.0,btc_link,BTC-USD,LINK-USD,asset_x_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_017/BTC-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/BTC-USD?resolution=5MINS&fromISO=2026-04-28T13%3A27%3A20Z&toISO=2026-05-02T00%3A47%3A20Z&limit=1000,fetched,
17.0,btc_link,BTC-USD,LINK-USD,asset_y_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_017/LINK-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-28T13%3A27%3A20Z&toISO=2026-05-02T00%3A47%3A20Z&limit=1000,fetched,
18.0,btc_link,BTC-USD,LINK-USD,asset_x_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_018/BTC-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/BTC-USD?resolution=5MINS&fromISO=2026-04-25T02%3A07%3A20Z&toISO=2026-04-28T13%3A27%3A20Z&limit=1000,fetched,
18.0,btc_link,BTC-USD,LINK-USD,asset_y_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_018/LINK-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-25T02%3A07%3A20Z&toISO=2026-04-28T13%3A27%3A20Z&limit=1000,fetched,
19.0,btc_link,BTC-USD,LINK-USD,asset_x_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_019/BTC-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/BTC-USD?resolution=5MINS&fromISO=2026-04-21T14%3A47%3A20Z&toISO=2026-04-25T02%3A07%3A20Z&limit=1000,fetched,
19.0,btc_link,BTC-USD,LINK-USD,asset_y_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_019/LINK-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-21T14%3A47%3A20Z&toISO=2026-04-25T02%3A07%3A20Z&limit=1000,fetched,
20.0,btc_link,BTC-USD,LINK-USD,asset_x_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_020/BTC-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/BTC-USD?resolution=5MINS&fromISO=2026-04-18T03%3A27%3A20Z&toISO=2026-04-21T14%3A47%3A20Z&limit=1000,fetched,
20.0,btc_link,BTC-USD,LINK-USD,asset_y_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_020/LINK-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-18T03%3A27%3A20Z&toISO=2026-04-21T14%3A47%3A20Z&limit=1000,fetched,
21.0,btc_link,BTC-USD,LINK-USD,asset_x_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_021/BTC-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/BTC-USD?resolution=5MINS&fromISO=2026-04-14T16%3A07%3A20Z&toISO=2026-04-18T03%3A27%3A20Z&limit=1000,fetched,
21.0,btc_link,BTC-USD,LINK-USD,asset_y_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_021/LINK-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-14T16%3A07%3A20Z&toISO=2026-04-18T03%3A27%3A20Z&limit=1000,fetched,
22.0,btc_link,BTC-USD,LINK-USD,asset_x_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_022/BTC-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/BTC-USD?resolution=5MINS&fromISO=2026-04-11T04%3A47%3A20Z&toISO=2026-04-14T16%3A07%3A20Z&limit=1000,fetched,
22.0,btc_link,BTC-USD,LINK-USD,asset_y_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_022/LINK-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-11T04%3A47%3A20Z&toISO=2026-04-14T16%3A07%3A20Z&limit=1000,fetched,
23.0,btc_link,BTC-USD,LINK-USD,asset_x_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_023/BTC-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/BTC-USD?resolution=5MINS&fromISO=2026-04-07T17%3A27%3A20Z&toISO=2026-04-11T04%3A47%3A20Z&limit=1000,fetched,
23.0,btc_link,BTC-USD,LINK-USD,asset_y_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_023/LINK-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-07T17%3A27%3A20Z&toISO=2026-04-11T04%3A47%3A20Z&limit=1000,fetched,
24.0,btc_link,BTC-USD,LINK-USD,asset_x_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_024/BTC-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/BTC-USD?resolution=5MINS&fromISO=2026-04-04T06%3A07%3A20Z&toISO=2026-04-07T17%3A27%3A20Z&limit=1000,fetched,
24.0,btc_link,BTC-USD,LINK-USD,asset_y_candles_5mins,/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/btc_link/window_024/LINK-USD_5MINS_candles.json,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-04T06%3A07%3A20Z&toISO=2026-04-07T17%3A27%3A20Z&limit=1000,fetched,
