strategy_id,strategy_name,family,runs,eligible_runs,median_profit_factor,median_sharpe,median_max_drawdown,median_gross_return,median_total_return,median_cost_drag,total_fees,total_slippage,total_funding,total_execution_risk,total_partial_fill_cost,median_avg_gross_exposure,total_trades,two_leg_runs,spread_runs
20,Dynamic Threshold Model,adaptive,14,0,0.21166931446334827,-2.4605825683967466,0.0662690305147573,-0.031439354091284955,-0.035954027585583914,0.012059557285422295,0.16125000000000003,0.15480000000000002,0.40191805209776704,0.07740000000000001,0.0025800000000000003,0.9819059107358263,136,14,0
16,Profile Match,ml,14,0,0.2108293442158601,-1.4021681097118988,0.05179969462356277,-0.011065645211515429,-0.03363763287479593,0.011547546515660367,0.11125,0.1068,0.39774535434993824,0.0534,0.0017800000000000001,0.971,96,14,0
34,Copula + Regime Strategy,copula,14,0,0.21023393129509574,-4.508758197143556,0.10650759341680924,-0.04275414886619111,-0.0781938276499064,0.029566717996452774,0.43875000000000003,0.4212,0.37560570595295584,0.2106,0.007020000000000001,0.9986979166666666,356,14,0
33,Copula Dislocation Ranking Engine,copula,14,0,0.18653533350092966,-5.8452522745832205,0.12708256298656173,-0.028705285270025915,-0.09274398574566678,0.04550682512383053,0.59375,0.5700000000000001,0.40333067477114537,0.28500000000000003,0.009500000000000001,0.999,482,14,0
37,Pure Copula Portfolio,portfolio,14,0,0.18653533350092966,-5.8452522745832205,0.12708256298656173,-0.028705285270025915,-0.09274398574566678,0.04550682512383053,0.59375,0.5700000000000001,0.40333067477114537,0.28500000000000003,0.009500000000000001,0.999,482,14,0
6,Dual Conditional Copula,copula,14,0,0.18096566705401623,-4.750015842470695,0.10902696199577429,-0.0320550044659349,-0.06346008206189174,0.03503036278590582,0.40375000000000005,0.3876,0.40333067477114537,0.1938,0.0064600000000000005,0.999,330,14,0
7,Tail Event Reversion,copula,14,0,0.1769287657665171,-5.2461411328314345,0.12267840116536854,-0.0404641156271216,-0.07160689208281373,0.03299448405971389,0.31375000000000003,0.3012,0.40333067477114537,0.1506,0.00502,0.999,258,14,0
35,Copula Divergence Persistence,copula,14,0,0.16508876169850617,-5.6612036766362355,0.12477520061738254,-0.026791928562608036,-0.08425111880559383,0.037849909347741295,0.45875,0.4404,0.40333067477114537,0.2202,0.007340000000000001,0.999,374,14,0
5,Pure Copula,copula,14,0,0.15779434003481285,-5.768335105467052,0.1375092408807577,-0.046756676291574206,-0.09450150970379967,0.03948816854105519,0.47875,0.4596,0.40333067477114537,0.2298,0.007660000000000001,0.999,390,14,0
28,Copula Tail Risk Sizing,portfolio,14,0,0.15779434003481285,-5.768335105467052,0.1375092408807577,-0.046756676291574206,-0.09450150970379967,0.03948816854105519,0.47875,0.4596,0.40333067477114537,0.2298,0.007660000000000001,0.999,390,14,0
