pair,asset_x,asset_y,exchange,interval,period,exact_mode,spread_id,strategy_id,mode_valid,mode_source,mode_blocker,sharpe,returns_total,returns_total_pct,discovery_min_sharpe,discovery_min_returns_total,passes_sharpe_gate,passes_sharpe_gt_2,passes_returns_total_gt_20pct,hurst,half_life,pearson,spearman,kendall,copula,corr_copula,u1_given_u2,u2_given_u1,ecm_x_available,ecm_y_available,ecm_strength_available,hedge_ratio,closed_trades,drawdown,source_system,source_path,evidence_path
ETHUSDT/PEAQUSDT,ETHUSDT,PEAQUSDT,,,,,,,False,missing,missing_exact_mode,2.97,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv
ETHUSDT-PEAQUSDT,ETHUSDT,PEAQUSDT,,,,,,,False,missing,missing_exact_mode,2.97,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHBTC-ETHWUSDT,ETHBTC,ETHWUSDT,,,,,,,False,missing,missing_exact_mode,2.96,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binance_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDT-GALAUSDT,ETHUSDT,GALAUSDT,,,,,,,False,missing,missing_exact_mode,2.96,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binanceus_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
PEPE-USD/ETH-BTC,PEPE-USD,ETH-BTC,,,,,,,False,missing,missing_exact_mode,2.95,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv
ETHUSD-GALAUSDT,ETHUSD,GALAUSDT,,,,,,,False,missing,missing_exact_mode,2.95,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binanceus_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDT-QTUMUSDT,ETHUSDT,QTUMUSDT,,,,,,,False,missing,missing_exact_mode,2.95,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
AAVEUSDT-ETHBTCUSDT,AAVEUSDT,ETHBTCUSDT,,,,,,,False,missing,missing_exact_mode,2.95,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
PEPE-USD-ETH-BTC,PEPE-USD,ETH-BTC,,,,,,,False,missing,missing_exact_mode,2.95,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
PEPE-USD/ETH-USDT,PEPE-USD,ETH-USDT,,,,,,,False,missing,missing_exact_mode,2.94,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv
PEPE-USD-ETH-USDT,PEPE-USD,ETH-USDT,,,,,,,False,missing,missing_exact_mode,2.94,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
PEPE-USD/CBETH-USD,PEPE-USD,CBETH-USD,,,,,,,False,missing,missing_exact_mode,2.93,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv
ETHUSDT-IOTAUSDT,ETHUSDT,IOTAUSDT,,,,,,,False,missing,missing_exact_mode,2.93,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binance_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDC-IOTAUSDT,ETHUSDC,IOTAUSDT,,,,,,,False,missing,missing_exact_mode,2.93,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binance_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHBTCUSDT-NEOUSDT,ETHBTCUSDT,NEOUSDT,,,,,,,False,missing,missing_exact_mode,2.93,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
PEPE-USD-CBETH-USD,PEPE-USD,CBETH-USD,,,,,,,False,missing,missing_exact_mode,2.93,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
PEPE-USD/ETH-USD,PEPE-USD,ETH-USD,,,,,,,False,missing,missing_exact_mode,2.92,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv
ETHUSDT-NILUSDT,ETHUSDT,NILUSDT,,,,,,,False,missing,missing_exact_mode,2.92,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
PEPE-USD-ETH-USD,PEPE-USD,ETH-USD,,,,,,,False,missing,missing_exact_mode,2.92,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHPERP-NILUSDT,ETHPERP,NILUSDT,,,,,,,False,missing,missing_exact_mode,2.91,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHBTC-JOEUSDT,ETHBTC,JOEUSDT,,,,,,,False,missing,missing_exact_mode,2.88,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binance_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDT-MANAUSDT,ETHUSDT,MANAUSDT,,,,,,,False,missing,missing_exact_mode,2.87,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binanceus_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHBTC-TLMUSDT,ETHBTC,TLMUSDT,,,,,,,False,missing,missing_exact_mode,2.85,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binance_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDT-MOCAUSDT,ETHUSDT,MOCAUSDT,,,,,,,False,missing,missing_exact_mode,2.85,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDT-LPTUSDT,ETHUSDT,LPTUSDT,,,,,,,False,missing,missing_exact_mode,2.84,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binanceus_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
DOGINME-USD/ETH-BTC,DOGINME-USD,ETH-BTC,,,,,,,False,missing,missing_exact_mode,2.83,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv
DOGINME-USD-ETH-BTC,DOGINME-USD,ETH-BTC,,,,,,,False,missing,missing_exact_mode,2.83,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDC-QNTUSDT,ETHUSDC,QNTUSDT,,,,,,,False,missing,missing_exact_mode,2.82,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binance_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDT-QNTUSDT,ETHUSDT,QNTUSDT,,,,,,,False,missing,missing_exact_mode,2.82,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binance_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
PEPE-USD-ETH-EUR,PEPE-USD,ETH-EUR,,,,,,,False,missing,missing_exact_mode,2.82,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDT-NEOUSDT,ETHUSDT,NEOUSDT,,,,,,,False,missing,missing_exact_mode,2.81,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binanceus_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDT-SUPERUSDT,ETHUSDT,SUPERUSDT,,,,,,,False,missing,missing_exact_mode,2.8,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binance_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDC-SUPERUSDT,ETHUSDC,SUPERUSDT,,,,,,,False,missing,missing_exact_mode,2.79,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binance_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSD-PEPEUSD,ETHUSD,PEPEUSD,,,,,,,False,missing,missing_exact_mode,2.79,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binanceus_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
DYMUSDT-ETHPERP,DYMUSDT,ETHPERP,,,,,,,False,missing,missing_exact_mode,2.79,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDT-PEPEUSD,ETHUSDT,PEPEUSD,,,,,,,False,missing,missing_exact_mode,2.77,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binanceus_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDT-SEIUSDT,ETHUSDT,SEIUSDT,,,,,,,False,missing,missing_exact_mode,2.76,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binance_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDT-STXUSDT,ETHUSDT,STXUSDT,,,,,,,False,missing,missing_exact_mode,2.76,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binance_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDC-SEIUSDT,ETHUSDC,SEIUSDT,,,,,,,False,missing,missing_exact_mode,2.75,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binance_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDC-STXUSDT,ETHUSDC,STXUSDT,,,,,,,False,missing,missing_exact_mode,2.75,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binance_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDT-VETUSD,ETHUSDT,VETUSD,,,,,,,False,missing,missing_exact_mode,2.75,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binanceus_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSD-VETUSD,ETHUSD,VETUSD,,,,,,,False,missing,missing_exact_mode,2.74,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binanceus_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
DYMUSDT-ETHUSDC,DYMUSDT,ETHUSDC,,,,,,,False,missing,missing_exact_mode,2.72,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binance_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSD-PEPEUSDT,ETHUSD,PEPEUSDT,,,,,,,False,missing,missing_exact_mode,2.72,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binanceus_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
BIGTIMEUSDT-ETHUSDT,BIGTIMEUSDT,ETHUSDT,,,,,,,False,missing,missing_exact_mode,2.72,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDT-VETUSDT,ETHUSDT,VETUSDT,,,,,,,False,missing,missing_exact_mode,2.71,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binanceus_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDT-PEPEUSDT,ETHUSDT,PEPEUSDT,,,,,,,False,missing,missing_exact_mode,2.7,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binanceus_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSD-VETUSDT,ETHUSD,VETUSDT,,,,,,,False,missing,missing_exact_mode,2.7,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_binanceus_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
AXSUSDT-ETHBTCUSDT,AXSUSDT,ETHBTCUSDT,,,,,,,False,missing,missing_exact_mode,2.7,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
BLUR-USD/ETHFI-USD,BLUR-USD,ETHFI-USD,,,,,,,False,missing,missing_exact_mode,2.66,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv
ETHBTCUSDT-NOTPERP,ETHBTCUSDT,NOTPERP,,,,,,,False,missing,missing_exact_mode,2.66,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHBTCUSDT-MEUSDT,ETHBTCUSDT,MEUSDT,,,,,,,False,missing,missing_exact_mode,2.64,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
AVAUSDT-ETHBTCUSDT,AVAUSDT,ETHBTCUSDT,,,,,,,False,missing,missing_exact_mode,2.59,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ATOMUSDT-ETHBTCUSDT,ATOMUSDT,ETHBTCUSDT,,,,,,,False,missing,missing_exact_mode,2.59,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDT-POWRUSDT,ETHUSDT,POWRUSDT,,,,,,,False,missing,missing_exact_mode,2.59,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USDT-FET-USD,ETH-USDT,FET-USD,,,,,,,False,missing,missing_exact_mode,2.58,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHBTCUSDT-RENDERUSDT,ETHBTCUSDT,RENDERUSDT,,,,,,,False,missing,missing_exact_mode,2.57,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHPERP-POLYXUSDT,ETHPERP,POLYXUSDT,,,,,,,False,missing,missing_exact_mode,2.49,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
BTCPERP-ETHUSDT,BTCPERP,ETHUSDT,,,,,,,False,missing,missing_exact_mode,2.45,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
BTCUSDT-ETHUSDT,BTCUSDT,ETHUSDT,,,,,,,False,missing,missing_exact_mode,2.45,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
BTCPERP-ETHPERP,BTCPERP,ETHPERP,,,,,,,False,missing,missing_exact_mode,2.45,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
CHZ-USD/ETHFI-USD,CHZ-USD,ETHFI-USD,,,,,,,False,missing,missing_exact_mode,2.28,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv
